N,P,K,temperature,humidity,ph,rainfall,label
40,120,197,23.80593812,92.48879468,5.889480679,119.6335548,Bell Peppers
25,132,198,22.31944084,90.85174383,5.732757516,100.1173443,Bell Peppers
31,137,196,22.14464104,93.82567435,6.400321212,120.6310784,Bell Peppers
36,144,196,23.65167552,94.50528753,6.496934492,115.3611268,Bell Peppers
10,140,197,22.16939473,90.27185592,6.229498836,124.4683112,Bell Peppers
18,30,29,26.7627493,92.86056895,6.420018717,224.5903664,Cucumbers
37,23,28,25.61294367,94.3138837,5.740054567,224.3206759,Cucumbers
13,28,33,28.130115,95.64807631,5.686972967,151.0761899,Cucumbers
2,21,35,25.02887163,91.53720922,6.293662363,179.8248944,Cucumbers
10,18,35,27.79797651,99.64573002,6.381975465,181.6942283,Cucumbers
7,11,32,29.25902906,95.11294697,5.542169139,184.7624496,Cucumbers
39,5,31,27.10134661,93.69979946,5.551963184,150.9502632,Cucumbers
34,6,27,25.84726298,90.92669463,5.860740481,147.8888994,Cucumbers
31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,Cucumbers
25,7,35,28.38503882,99.18843684,5.55771171,189.6711349,Cucumbers
16,18,26,28.43647052,91.81320717,5.568365926,145.5414413,Cucumbers
26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,Cucumbers
27,8,32,27.00648436,96.46168931,5.627860549,144.3331315,Cucumbers
37,18,30,27.63551259,99.34854917,6.38488418,157.9171537,Cucumbers
19,15,34,26.29644905,99.65809151,5.685889066,215.9195049,Cucumbers
0,19,33,27.1326009,95.23797989,6.234458417,204.7206567,Cucumbers
31,20,26,25.56567803,97.61361544,6.443168642,199.7936345,Cucumbers
9,17,32,25.94951662,93.40548703,5.842317989,172.0540491,Cucumbers
22,11,29,28.03380598,95.01630593,5.955742971,218.0055713,Cucumbers
31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,Cucumbers
34,6,30,27.0828252,97.00155491,5.948342571,171.7575545,Cucumbers
24,6,32,28.11321494,90.01734526,6.387067562,172.4813641,Cucumbers
1,8,26,27.5136304,94.18955816,5.562911913,156.6732553,Cucumbers
31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,Cucumbers
10,9,28,29.01256899,94.01014388,6.282955073,150.0500312,Cucumbers
36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,Cucumbers
38,24,33,28.28905147,97.00396405,5.973853124,142.9403233,Cucumbers
11,6,25,28.69164799,96.65248672,6.081568052,178.9635457,Cucumbers
16,14,30,29.70931288,96.30484325,6.37466756,209.8453993,Cucumbers
33,14,35,27.14865285,96.66355213,6.027707171,149.2433497,Cucumbers
16,6,29,29.28725038,91.95614918,5.868285082,132.1491176,Cucumbers
32,11,31,25.06871967,93.31410447,6.205931638,134.8419069,Cucumbers
38,14,30,26.92449525,91.20106019,5.570745386,194.9022136,Cucumbers
8,6,33,28.27804288,93.64761266,6.095261013,171.9457959,Cucumbers
23,6,33,29.18032562,92.73041222,6.025789594,204.9603677,Cucumbers
29,25,35,28.3575072,91.64509299,5.542873799,160.7306991,Cucumbers
24,14,33,29.38072512,93.27565685,6.366219551,218.5241851,Cucumbers
32,12,30,25.39241091,98.08951196,5.579845008,218.080385,Cucumbers
30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,Cucumbers
14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,Cucumbers
27,22,29,28.83214859,92.17170353,6.000248647,145.4172387,Cucumbers
40,5,29,28.48444906,97.76865458,5.820978791,160.389421,Cucumbers
17,11,32,28.74013335,93.39676499,5.620733794,156.7650823,Cucumbers
30,30,35,25.00872392,95.59224018,6.001936419,165.8092179,Cucumbers
28,10,30,29.8690834,91.14723422,6.305740522,192.7678575,Cucumbers
39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,Cucumbers
32,20,35,26.52166434,98.38227669,5.588655387,144.6261698,Cucumbers
7,15,32,25.03512351,95.89739958,6.182232762,174.796583,Cucumbers
29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,Cucumbers
34,15,34,27.05826457,91.10510371,5.677282678,224.7006953,Cucumbers
14,23,25,26.18552389,96.96637916,5.612122797,135.4186222,Cucumbers
18,19,29,27.59376845,92.48519606,6.206077742,162.8432736,Cucumbers
7,21,35,25.76011662,94.65830608,5.764812076,131.2451414,Cucumbers
24,27,34,28.87862994,95.11320315,6.203376525,145.0583117,Cucumbers
39,29,29,26.50908611,94.48414544,6.143662699,199.8778403,Cucumbers
29,8,28,26.87037587,91.72546257,6.100429497,214.4128874,Cucumbers
10,24,27,27.57283516,94.90485697,5.708409601,145.9298935,Cucumbers
0,29,32,28.05912437,98.3670985,5.868255858,171.6516396,Cucumbers
32,11,31,29.51611558,92.56492864,6.461225827,131.2116167,Cucumbers
37,10,32,28.96318258,95.16333673,6.165084855,222.803013,Cucumbers
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,Cucumbers
31,29,35,27.1872282,92.19906776,6.137102505,141.3220576,Cucumbers
17,30,27,29.03065024,90.79093862,5.894027065,205.5720367,Cucumbers
1,12,30,27.754298,95.94643831,5.56222383,131.0900076,Cucumbers
6,13,29,27.31155708,99.96906006,5.832608028,201.8258633,Cucumbers
15,28,32,28.84270971,99.64328526,6.218571874,224.4016682,Cucumbers
27,24,29,26.61423461,96.97300803,6.142010637,191.006688,Cucumbers
3,23,30,29.70143197,95.65754365,6.078807239,215.1968037,Cucumbers
8,26,26,25.54759871,91.64194826,5.702484758,212.867626,Cucumbers
20,28,26,26.37978453,91.49882979,5.547594847,167.0470997,Cucumbers
26,18,27,27.45907759,92.90736493,5.836075368,142.1430003,Cucumbers
1,6,35,27.02269204,95.71935435,6.231662767,147.1682459,Cucumbers
27,30,31,28.98545306,90.73966792,5.718120393,148.8398374,Cucumbers
23,7,34,26.1055118,91.52421214,5.852038202,134.1279669,Cucumbers
0,26,31,25.0707247,95.02156793,5.547933273,192.9036306,Cucumbers
38,6,25,25.54963273,96.92786777,6.156259104,191.2996157,Cucumbers
25,12,26,28.56973521,95.67906668,6.436314406,134.8370348,Cucumbers
40,5,32,26.07010807,96.7036223,5.981169595,143.533473,Cucumbers
0,19,31,25.51791333,94.38420565,6.271952833,178.7297725,Cucumbers
26,9,32,25.9490364,94.73860514,6.470465614,144.1571109,Cucumbers
35,30,34,28.2974764,95.41122824,6.141502001,182.4482352,Cucumbers
19,30,30,29.56549169,91.40896307,5.826381164,224.8315729,Cucumbers
31,13,33,29.69952329,95.21224392,6.342463714,148.3003692,Cucumbers
17,29,26,26.14162144,93.28415295,6.071897347,195.4115025,Cucumbers
2,30,30,26.00175125,94.79998418,6.331051715,209.540094,Cucumbers
30,13,25,27.15116142,91.48889469,6.413184638,164.9182225,Cucumbers
8,15,33,28.97318719,98.09861043,5.50158009,213.9011021,Cucumbers
18,12,35,26.13958446,96.38580769,6.338720873,131.3387935,Cucumbers
8,28,30,25.51618488,94.33465411,6.015672239,135.1272491,Cucumbers
40,22,29,27.55821802,99.98187601,5.735364307,174.6256481,Cucumbers
27,10,33,27.81132822,97.48410555,6.465906333,154.0621221,Cucumbers
21,20,31,25.60033702,99.7240104,5.855457599,165.8248732,Cucumbers
3,9,35,26.91641934,99.84671638,6.318552973,225.6323656,Cucumbers
22,16,27,29.1797902,90.27214288,6.006784979,188.9252083,Cucumbers
27,8,30,26.44600063,98.29937782,6.008386283,221.2258168,Cucumbers
22,8,33,28.43572863,95.8840407,5.665785202,203.9283708,Cucumbers
28,27,32,28.94099669,93.00109012,5.764615485,191.7723087,Cucumbers
23,21,26,26.45488737,93.45042636,5.901495544,149.2220255,Cucumbers
37,5,34,25.79490531,93.84150618,5.779032666,152.4238712,Cucumbers
19,26,29,26.93141945,98.80313612,5.67154928,166.5712879,Cucumbers
133,47,24,24.40228894,79.19732001,7.231324765,90.8022356,Onions
136,36,20,23.09595631,84.86275707,6.925412377,71.29581071,Onions
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,Onions
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,Onions
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,Onions
126,50,19,24.69457084,81.7358876,6.628722836,78.58494391,Onions
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,Onions
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,Onions
121,47,16,23.60564038,79.29573149,7.723240151,72.49800885,Onions
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,Onions
107,45,25,23.0865933,83.55546146,7.227745516,71.84080724,Onions
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,Onions
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,Onions
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,Onions
111,40,25,24.484692,84.44932014,6.187455799,90.94342484,Onions
131,35,18,24.49112609,82.24415809,7.057693366,64.02949379,Onions
135,43,16,23.47986888,81.73049149,6.720449769,86.76287924,Onions
100,46,18,24.18586246,76.04203958,6.431689506,69.08056728,Onions
123,39,24,25.00755095,78.17952126,7.453106264,86.06411872,Onions
117,56,15,25.99237426,77.0543546,7.368258226,89.1188212,Onions
121,36,24,23.66457347,81.69105088,7.352401887,99.36898373,Onions
101,58,18,25.66891439,81.38103349,6.652143699,78.59595817,Onions
107,42,24,22.04612876,84.62978302,6.144631795,86.00758678,Onions
100,41,22,22.4204752,84.55794703,7.318802162,93.46595573,Onions
125,39,21,25.03149561,82.21276599,7.954629324,95.0191318,Onions
105,60,23,23.53371386,77.21705554,6.207652157,87.54004943,Onions
102,46,19,22.77076388,82.5993307,6.631005298,81.49543437,Onions
131,49,22,25.49848236,79.9751579,7.306918817,67.05961949,Onions
139,35,15,25.248679,83.4630147,5.898293044,86.55517751,Onions
108,36,19,22.78249615,77.51235009,7.238566893,64.61444234,Onions
118,45,23,23.37044424,77.43198948,7.977651226,71.67870701,Onions
107,51,22,24.86560781,78.22080815,5.983075895,79.56866268,Onions
125,60,17,24.14386157,84.51591287,6.785723961,80.36146974,Onions
113,37,20,25.03300222,79.04368718,7.393441155,97.10087029,Onions
131,52,16,23.65724079,84.47601498,6.486068274,88.54479121,Onions
115,48,16,25.54359718,84.09229796,7.175934962,88.94245493,Onions
113,38,25,22.00085141,79.47270984,7.388265888,90.42224164,Onions
111,41,18,23.64328417,78.1258666,6.10539819,80.96157332,Onions
111,53,19,23.96436009,78.02763149,6.419536555,84.63148859,Onions
122,48,16,24.65425757,75.6350708,6.307585854,61.82980133,Onions
108,46,17,24.3017998,84.87668973,6.93221485,65.0247867,Onions
132,41,22,24.29144926,81.02453404,7.810865753,90.41694635,Onions
103,42,17,24.29470232,84.61527627,6.527541661,81.05902285,Onions
133,50,25,25.72180042,81.19666206,7.569454601,99.93100821,Onions
127,37,18,24.87663664,76.30050373,7.041065585,91.9223468,Onions
110,39,25,22.60612115,77.34264002,7.208795456,75.13617229,Onions
131,38,19,23.86814008,75.68339729,6.814341946,90.4547185,Onions
108,38,24,23.41022496,76.43836957,7.442217061,78.82199603,Onions
122,40,17,24.96440768,81.31677618,6.854558957,80.03995829,Onions
111,50,15,25.16820129,80.30351815,7.884550475,84.62419032,Onions
140,40,17,22.72767171,77.07598065,6.006085786,77.55176318,Onions
100,40,20,22.45145981,76.25674874,7.432043735,86.84998693,Onions
123,50,16,23.04920461,75.53835214,6.498052108,70.65644296,Onions
107,36,21,25.29250148,75.66653335,6.205263534,62.64174227,Onions
118,50,19,22.95604064,82.33733678,6.360812227,66.48339303,Onions
103,51,20,22.80213132,84.14668447,7.046607434,91.6389565,Onions
133,57,19,23.54234715,75.98203329,7.947011366,84.12536744,Onions
129,47,20,24.41212325,80.80343786,6.281913858,98.60457373,Onions
116,52,19,22.94276687,75.37170612,6.114525877,67.08022574,Onions
114,40,23,25.53676123,81.13668716,6.753978061,95.4262599,Onions
131,60,17,25.32023717,81.79475917,7.425041316,83.46532547,Onions
107,43,18,22.426733,81.53480799,6.745104394,65.54475812,Onions
123,44,21,25.78544484,75.00539324,7.641116569,91.39578861,Onions
112,49,25,25.68959532,77.90621048,6.470135478,66.19426787,Onions
119,44,15,22.14593688,82.8597549,7.091992365,60.65381719,Onions
130,59,19,25.07278712,82.50257909,6.520403794,93.51042684,Onions
127,53,24,22.21506982,76.17851932,6.127939628,70.40557612,Onions
134,52,18,23.9643129,76.59175937,7.994679507,76.13090645,Onions
109,36,18,25.40059227,76.53237965,7.524707577,62.5138867,Onions
100,48,17,23.7805123,83.03878838,7.827877818,66.26555904,Onions
132,52,19,24.16402322,76.7433897,6.436691764,61.94626051,Onions
102,37,25,25.31468463,77.91757121,5.907930899,72.82902109,Onions
111,39,22,22.60361557,80.3509046,6.135025006,88.57395505,Onions
117,51,15,22.9535715,78.71555832,6.044556594,99.75336197,Onions
136,36,24,22.74446976,80.41198458,7.59781958,90.07326633,Onions
134,56,18,23.80834611,83.91902605,6.691268104,70.97358303,Onions
112,54,15,25.46228792,81.56641891,6.175492306,76.88582484,Onions
105,56,15,25.96779712,81.97904282,7.272316209,74.14169043,Onions
140,45,15,25.5308271,80.04662756,5.801047545,99.39557151,Onions
126,46,25,24.43847399,81.69801729,6.757457943,60.79645852,Onions
106,49,24,23.03887865,76.47039772,6.983395573,90.64770699,Onions
121,53,19,23.51308653,76.72621429,7.976889498,80.11272117,Onions
108,60,17,22.75805656,76.75768356,6.558902588,97.76600619,Onions
116,56,17,24.71252544,77.7293114,7.979090365,85.24963302,Onions
100,52,19,23.45969093,82.44777468,7.903528673,93.50153555,Onions
129,43,16,25.5503704,77.85055621,6.73210948,78.58488484,Onions
118,44,23,22.08458267,82.82904143,6.691690476,67.06459777,Onions
117,43,25,24.68854799,78.51206972,7.839849298,69.31153566,Onions
126,37,21,25.84997269,84.16855231,6.61448588,77.03421249,Onions
120,48,16,22.46054478,75.40989245,7.456971816,71.85436078,Onions
102,45,16,23.65629976,77.52425987,7.2942193,74.8984994,Onions
131,56,20,22.00817088,81.83896111,7.762647875,92.23645249,Onions
114,40,17,24.32630461,80.13456404,6.363406102,69.45072055,Onions
101,37,18,22.92360984,82.68738535,7.63737841,92.91915074,Onions
106,46,20,23.43821725,78.63388824,6.200671976,81.15072105,Onions
113,38,20,22.10718988,78.58320116,6.364729934,74.94136567,Onions
102,53,21,23.03814028,76.11021529,6.913678684,91.49697481,Onions
110,39,18,24.54795322,75.39752705,7.766259769,63.88079866,Onions
107,58,15,23.73868041,75.77503808,7.55606399,76.63669195,Onions
120,60,15,22.31871914,83.86129998,7.288377241,65.35747011,Onions
91,21,26,26.33377983,57.36469955,7.261313694,191.6549412,Lettuce
107,21,26,26.45288458,55.32222678,7.235070264,144.6861336,Lettuce
83,38,35,25.70822684,52.88667115,7.18915558,136.7325092,Lettuce
108,24,31,24.12832546,56.18107663,6.431899748,147.2757818,Lettuce
116,28,34,23.44372334,60.39523266,6.42321105,122.2103248,Lettuce
116,23,25,23.4123707,52.26994674,6.869720196,139.3670753,Lettuce
109,31,27,23.05951896,50.40609436,6.973839707,164.4971875,Lettuce
89,25,34,23.07895447,63.65861483,7.184801627,129.8765443,Lettuce
118,18,32,27.6496114,51.11044023,6.351823783,122.8392822,Lettuce
111,32,34,25.46743689,69.35161206,6.392048018,171.3764462,Lettuce
84,36,28,26.7350622,55.55164819,6.119892347,140.6305213,Lettuce
85,33,25,26.20811417,52.50987966,6.910823945,189.0944824,Lettuce
99,15,27,27.0424167,57.27927475,6.501157208,165.6872119,Lettuce
81,30,31,24.65090184,51.93952357,7.027585559,135.1386537,Lettuce
95,39,29,27.35152643,55.99375012,7.13411409,148.9812525,Lettuce
81,34,30,25.17787724,62.26244581,6.647765997,135.0119649,Lettuce
80,15,28,23.11438731,68.00096043,6.703270635,161.8944624,Lettuce
104,20,26,27.22783677,52.95261751,7.493191968,175.7260273,Lettuce
109,29,28,23.26316991,60.5160021,6.724688503,194.1755471,Lettuce
100,32,26,25.234661,57.53161469,6.043485685,124.2261737,Lettuce
100,24,28,25.59535262,57.72920846,7.101661011,195.7733251,Lettuce
83,21,28,25.5674832,60.49244602,7.466900683,190.2257843,Lettuce
120,23,28,25.67324193,51.29043632,6.877799264,196.2736367,Lettuce
104,26,30,24.40726724,62.65692638,6.410992833,148.6977358,Lettuce
108,33,31,23.69287069,66.76090123,7.393825704,144.6576424,Lettuce
91,25,26,24.53460016,66.99765375,7.482414225,180.5059257,Lettuce
86,26,27,27.13140403,52.89368299,6.081172981,192.4280381,Lettuce
98,18,27,27.56088634,68.49299897,6.516312148,167.4358075,Lettuce
111,27,31,23.59302313,55.27564977,6.043330951,191.3980675,Lettuce
84,39,35,23.17714381,52.13864034,6.959404135,117.3113562,Lettuce
98,27,27,24.71384065,51.29142534,7.238109556,197.6439711,Lettuce
118,21,34,24.38534644,64.72543073,7.234258375,119.6324109,Lettuce
103,27,31,27.15998538,51.59100753,6.691541233,126.1752206,Lettuce
82,24,33,26.53543168,67.09608099,6.809593554,120.6494434,Lettuce
86,31,35,27.01207284,60.76645256,6.485761419,191.4508931,Lettuce
88,35,35,27.55906475,58.45742907,6.784460602,117.9389993,Lettuce
84,27,29,23.32293161,53.00366334,7.167092586,168.2644287,Lettuce
120,40,33,24.23850608,54.30329632,6.73410539,115.1564012,Lettuce
106,40,30,23.42611644,64.10651528,6.779984384,122.6847408,Lettuce
113,21,33,26.02241444,55.83288958,7.277422738,176.9020924,Lettuce
117,34,25,24.83846178,56.7685316,7.21270048,124.4135035,Lettuce
80,30,25,26.24092174,65.64381357,7.487266991,148.3771202,Lettuce
88,21,27,24.43011925,66.02411187,7.231166546,181.6368274,Lettuce
113,33,34,26.00373964,62.1445102,6.559817161,153.477776,Lettuce
87,23,28,26.22367404,62.26594559,6.979590627,193.7461968,Lettuce
113,15,29,27.09617155,63.55324262,6.779230041,190.2440566,Lettuce
98,29,30,25.64004392,61.03273481,6.217974349,199.4735636,Lettuce
97,29,27,27.74576987,54.36976075,7.205078785,139.8619431,Lettuce
85,35,32,26.24928198,54.28617819,6.854011265,133.1120232,Lettuce
82,29,35,26.67377159,52.24226285,6.246872394,156.1543898,Lettuce
103,33,25,27.10210397,55.7497332,6.911066044,139.5013171,Lettuce
112,17,28,27.62975458,61.26002598,6.777417989,196.6492664,Lettuce
99,19,33,27.5364547,55.51673151,6.273741983,130.6377143,Lettuce
120,20,34,23.56960509,50.56339727,6.906124587,130.3797119,Lettuce
114,27,28,24.99451759,57.93250202,7.162802357,192.8736822,Lettuce
100,40,35,27.56441788,54.41094079,6.955787351,177.816092,Lettuce
108,35,25,23.98143338,61.10935084,6.971963169,161.5279095,Lettuce
115,31,30,24.22984659,67.37768353,6.840927967,122.4073418,Lettuce
87,28,30,25.60153969,68.66257977,6.536676653,168.8383605,Lettuce
82,24,26,24.31274458,53.57285558,6.089443603,184.4103931,Lettuce
94,26,27,26.36629861,52.25738495,7.456460375,177.3176161,Lettuce
87,28,35,26.5602777,57.1621814,6.759211911,152.0616227,Lettuce
118,40,35,26.35034208,58.50650238,7.460174812,121.5586297,Lettuce
87,38,29,25.20406808,57.88370456,6.652642579,156.1457255,Lettuce
92,40,30,23.35723208,55.18792166,6.026287448,171.6976946,Lettuce
97,22,26,23.60567546,59.68849145,6.074190142,185.1568059,Lettuce
99,40,32,24.18471151,69.94807345,7.045543056,163.2708732,Lettuce
89,28,33,26.44414097,53.83876189,6.993236001,175.3723314,Lettuce
112,39,29,26.12492233,63.37479229,6.726528895,147.8035305,Lettuce
111,28,26,27.77363343,64.47858698,6.937352845,192.7121236,Lettuce
114,20,26,25.55656667,62.67087838,7.27905689,193.5866233,Lettuce
117,26,30,27.92374437,67.96910852,7.079850922,115.2325531,Lettuce
111,29,31,26.05968403,52.31098539,6.136286518,161.3432535,Lettuce
119,30,28,26.35770906,64.57578034,6.505203696,163.6269496,Lettuce
116,40,33,24.91370487,54.15319242,7.042089492,129.5481144,Lettuce
95,37,35,27.31317116,68.4233391,6.348337519,192.4288139,Lettuce
86,40,33,26.1387869,52.26311691,7.432322234,136.3027766,Lettuce
117,37,32,23.1069385,67.06230539,6.787658922,162.5769606,Lettuce
105,18,35,23.52648086,68.44030686,6.743417121,171.8839938,Lettuce
109,23,25,25.11711046,68.48030408,7.00733163,194.8773479,Lettuce
80,18,31,24.02952505,58.84880599,7.303033217,134.6803969,Lettuce
101,31,26,26.70897548,69.71184111,6.861235184,158.8608887,Lettuce
103,33,33,26.71717393,50.50148528,7.131435858,126.8073984,Lettuce
93,26,27,24.59245684,56.46829641,7.288211994,137.7044047,Lettuce
104,35,28,27.51006055,50.66687215,6.983732393,143.9955548,Lettuce
116,36,25,27.57847581,58.52534263,6.172090205,156.6810374,Lettuce
107,38,29,26.65069302,57.56695719,6.35118177,145.105065,Lettuce
101,33,33,26.97251562,62.0183627,6.908671379,142.8610793,Lettuce
107,31,31,23.17124551,52.97841162,6.766184468,153.1201644,Lettuce
99,16,30,23.52652084,65.44340921,6.392791654,186.1728203,Lettuce
103,40,30,27.30901814,55.196224,6.348316257,141.4831644,Lettuce
118,31,34,27.54823036,62.88179198,6.123796057,181.4170812,Lettuce
106,21,35,25.627355,57.04151119,7.428523634,188.5506536,Lettuce
116,38,34,23.29250318,50.04557009,6.020947179,183.468585,Lettuce
97,35,26,24.91461008,53.74144743,6.334610249,166.2549307,Lettuce
107,34,32,26.77463708,66.4132686,6.78006386,177.7745075,Lettuce
99,15,27,27.41711238,56.63636248,6.086922359,127.92461,Lettuce
118,33,30,24.13179691,67.22512329,6.362607851,173.3228386,Lettuce
117,32,34,26.2724184,52.12739421,6.758792552,127.1752928,Lettuce
104,18,30,23.60301571,60.39647474,6.779832611,140.9370415,Lettuce
